energy,price,parking,realstate,rooms,square_meters,terrace,wc,construction_year,zone
100.0,825000.0,['Plaza parking '],Yrmasa Inversiones Inmobiliarias,3.0,220.0,17.0,4.0,1975.0,"
                                    Esquerra Baixa de l´Eixample
                                "
999.0,240000.0,['Sin plaza parking'],Inmobling,1.0,38.0,,1.0,1968.0,"
                                    Sagrada Família
                                "
120.0,420000.0,['Sin plaza parking'],Agencia Inmobiliaria Castillejos,4.0,91.0,,2.0,1962.0,"
                                    Sagrada Família
                                "
67.0,370000.0,['Sin plaza parking'],Woaiwojia Inmobiliaria,4.0,98.0,,2.0,1980.0,"
                                    Fort Pienc
                                "
26.0,450000.0,[],Teqtum,2.0,110.0,,2.0,1958.0,"
                                    Gòtic
                                "
,165000.0,['Sin plaza parking'],ShBarcelona Ventas,1.0,50.0,,1.0,,"
                                    Raval
                                "
98.0,205000.0,['Sin plaza parking'],Diagonalcasa,3.0,66.0,,1.0,1962.0,"
                                    Sant Martí
                                "
999.0,229500.0,['Plaza parking '],Fincas Sanchez,3.0,68.0,,1.0,1971.0,"
                                    Porta
                                "
150.0,219000.0,['Sin plaza parking'],Fastighetsbyran,2.0,84.0,4.0,2.0,1870.0,"
                                    Raval
                                "
155.0,490000.0,['Plaza parking '],Fincas Crespo S.L,3.0,101.0,,2.0,2000.0,"
                                    Diagonal Mar - La Mar Bella
                                "
,240000.0,['Sin plaza parking'],ShBarcelona Ventas,1.0,45.0,,1.0,,"
                                    Esquerra Alta de l´Eixample
                                "
130.0,570000.0,['Sin plaza parking'],Finques Feliu,1.0,70.0,,1.0,2011.0,"
                                    Gòtic
                                "
999.0,175000.0,[],Dolça LLar,3.0,55.0,,1.0,1963.0,"
                                    La Sagrera
                                "
194.0,415000.0,['Sin plaza parking'],Kaufmann & Winkel,4.0,120.0,70.0,2.0,1975.0,"
                                    Baix Guinardó
                                "
999.0,1750000.0,['Plaza parking '],Nice Properties,3.0,167.0,74.0,2.0,2008.0,"
                                    Diagonal Mar - La Mar Bella
                                "
1.0,310000.0,['Sin plaza parking'],Walter Haus,3.0,73.0,,1.0,,"
                                    Raval
                                "
121.0,295000.0,['Sin plaza parking'],Punto Badal-Bcn,1.0,55.0,30.0,1.0,,"
                                    Vila de Gràcia
                                "
999.0,285000.0,[],Diagonal Real Estate,2.0,56.0,26.0,1.0,2020.0,"
                                    Congrés - Indians
                                "
999.0,750000.0,['Plaza parking '],Flat hunter Barcelona,4.0,95.0,,2.0,2000.0,"
                                    Esquerra Alta de l´Eixample
                                "
999.0,155000.0,['Sin plaza parking'],Centre serveis Immobiliaris,3.0,65.0,,1.0,1963.0,"
                                    Carmel
                                "
1.0,290000.0,['Sin plaza parking'],Walter Haus,4.0,92.0,,2.0,,"
                                    Raval
                                "
999.0,395000.0,['Sin plaza parking'],"Letsgocasa Real Estate, S.L.",3.0,73.0,,1.0,,"
                                    Pedralbes
                                "
181.0,490000.0,['Sin plaza parking'],"Letsgocasa Real Estate, S.L.",2.0,81.0,,1.0,,"
                                    Esquerra Alta de l´Eixample
                                "
999.0,500000.0,['Sin plaza parking'],hooli HOME,4.0,106.0,,2.0,1975.0,"
                                    Fort Pienc
                                "
233.0,365000.0,['Sin plaza parking'],Treshabitat,3.0,89.0,,2.0,1973.0,"
                                    Sagrada Família
                                "
168.0,325000.0,['Sin plaza parking'],Homim,4.0,94.0,,1.0,1817.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
172.0,310000.0,['Sin plaza parking'],AndorHome,3.0,94.0,3.0,2.0,1929.0,"
                                    Sant Antoni
                                "
999.0,64900.0,['Sin plaza parking'],Nib Finques,1.0,47.0,,1.0,,"
                                    Prosperitat
                                "
136.0,298000.0,['Sin plaza parking'],Finques Ema,3.0,94.0,,2.0,1967.0,"
                                    Poble Sec
                                "
203.0,535000.0,['Sin plaza parking'],Finques Ema,2.0,102.0,9.0,2.0,1900.0,"
                                    Esquerra Alta de l´Eixample
                                "
100.0,460000.0,['Sin plaza parking'],Nuevacasa,4.0,131.0,40.0,2.0,2006.0,"
                                    Sant Andreu
                                "
44.0,350000.0,['Sin plaza parking'],Gala Finques,2.0,75.0,,1.0,1974.0,"
                                    Les Corts
                                "
255.0,280000.0,['Sin plaza parking'],Diagonalcasa,4.0,80.0,,2.0,1975.0,"
                                    Porta
                                "
124.0,499000.0,[],Finques Ema,5.0,160.0,,3.0,1970.0,"
                                    Sagrada Família
                                "
391.0,378000.0,['Sin plaza parking'],Finques Futura,3.0,99.0,,2.0,1973.0,"
                                    Sagrada Família
                                "
203.0,535000.0,['Sin plaza parking'],Remax Project,2.0,102.0,9.0,2.0,1900.0,"
                                    Esquerra Alta de l´Eixample
                                "
999.0,440000.0,['Sin plaza parking'],Xela Properties Real Estate,4.0,107.0,,2.0,1979.0,"
                                    Sant Antoni
                                "
999.0,490000.0,[],ANDOR HOME Punt Eixample Esquerra 2011 S.L.,2.0,100.0,,2.0,1964.0,"
                                    Esquerra Baixa de l´Eixample
                                "
217.0,1050000.0,['Sin plaza parking'],Pohl Tuker,7.0,305.0,,2.0,1945.0,"
                                    Dreta de l´Eixample
                                "
134.0,189900.0,['Sin plaza parking'],La Casa Agency NouBarris,2.0,60.0,6.0,1.0,,"
                                    Sant Martí
                                "
137.0,469000.0,['Sin plaza parking'],Llar Quatre,3.0,110.0,25.0,2.0,1968.0,"
                                    Fort Pienc
                                "
140.0,1180000.0,['Sin plaza parking'],Lucas Fox International Properties - Barcelona,4.0,200.0,10.0,3.0,1954.0,"
                                    Sant Gervasi - Galvany
                                "
201.0,375000.0,['Sin plaza parking'],Agencia Inmobiliaria Castillejos,4.0,109.0,,1.0,,"
                                    Sagrada Família
                                "
114.0,399000.0,['Sin plaza parking'],Mashabitat,2.0,76.0,,2.0,1920.0,"
                                    Sants
                                "
999.0,710000.0,['Sin plaza parking'],Cleries-Casp,5.0,140.0,,2.0,1940.0,"
                                    Esquerra Alta de l´Eixample
                                "
211.0,650000.0,['Sin plaza parking'],redpiso,4.0,130.0,20.0,2.0,,"
                                    Esquerra Baixa de l´Eixample
                                "
999.0,299000.0,['Sin plaza parking'],A. Fabra - Casas en Cervelló,2.0,70.0,12.0,1.0,2004.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
120.0,580000.0,['Sin plaza parking'],Coldwell Banker  Eminent,3.0,126.0,,2.0,1970.0,"
                                    Les Corts
                                "
161.0,595000.0,['Sin plaza parking'],Àliga Real Estate,3.0,131.0,,2.0,1992.0,"
                                    Vila Olímpica
                                "
999.0,429000.0,['Sin plaza parking'],Nice Properties,3.0,80.0,,1.0,1900.0,"
                                    Gòtic
                                "
84.0,465000.0,['Sin plaza parking'],VEÍ NOU -  Punt Sants,2.0,123.0,,2.0,1995.0,"
                                    Sants
                                "
148.0,270000.0,['Sin plaza parking'],Picat Patrimoni,3.0,55.0,30.0,1.0,1968.0,"
                                    Guinardó
                                "
244.0,550000.0,['Sin plaza parking'],CLAVIS GRUP,5.0,198.0,,3.0,1900.0,"
                                    Gòtic
                                "
999.0,208000.0,['Sin plaza parking'],Tecnocasa Estudi Marina 311,2.0,65.0,,1.0,1930.0,"
                                    Camp de l´Arpa
                                "
203.0,535000.0,[],Gala Finques,2.0,102.0,,2.0,1900.0,"
                                    Esquerra Alta de l´Eixample
                                "
110.0,2495000.0,['Plaza parking '],SINGULAR PROPERTIES,4.0,457.0,,5.0,1967.0,"
                                    Sant Gervasi - Galvany
                                "
163.0,310000.0,['Sin plaza parking'],VEÍ NOU - Hostafrancs,3.0,83.0,,1.0,1969.0,"
                                    Poble Sec
                                "
237.0,720000.0,[],Àliga Real Estate,3.0,117.0,70.0,2.0,,"
                                    Glòries El Parc
                                "
140.0,309900.0,['Sin plaza parking'],Hogarea,3.0,74.0,7.0,4.0,1973.0,"
                                    Poble Sec
                                "
999.0,250000.0,['Sin plaza parking'],Finques Futura,3.0,90.0,,2.0,1967.0,"
                                    Provençals del Poblenou
                                "
,160000.0,['Sin plaza parking'],ShBarcelona Ventas,1.0,48.0,,1.0,,"
                                    Raval
                                "
,320000.0,['Sin plaza parking'],ShBarcelona Ventas,2.0,75.0,,1.0,,"
                                    Gòtic
                                "
181.0,395000.0,['Sin plaza parking'],The White Side,3.0,104.0,3.0,2.0,1960.0,"
                                    Esquerra Alta de l´Eixample
                                "
138.0,675000.0,['Sin plaza parking'],"FINCADOR, S.L.",2.0,105.0,,2.0,1950.0,"
                                    Dreta de l´Eixample
                                "
999.0,650000.0,['Sin plaza parking'],"Letsgocasa Real Estate, S.L.",2.0,80.0,,2.0,,"
                                    Esquerra Alta de l´Eixample
                                "
